sentence,type
Hi!!,Greet
PART,System
JOIN,System
What's happening?,whQuestion
why'd 10-19-30sUser19 leave?,whQuestion
not sure,Statement
JOIN,System
passing around 10-19-30sUser9,Statement
pissed at you i'm sure... lol,Statement
 :-) hello ,Greet
...oopps I meant martini's,Clarify
lmao 10-19-30sUser17,Emotion
hey 10-19-30sUser28,Greet
Anyone PM in this room?,ynQuestion
how are ya ll ,whQuestion
gotta watch my manners or she won't psh anymore buttons....lol,Statement
hello everyone,Greet
yes....,yAnswer
hey 10-19-30sUser29,Greet
oh you meant your other lover....lol,Statement
lmao 10-19-30sUser17... go figure you'd think that was about you,Statement
yeah... cuz i have so many... lmao,Accept
 :-) ,Emotion
gotta try...so seriously it wasn't meant for me.....lol,Statement
<not sexy but can I stay?,ynQuestion
lol,Emotion
you keep passin' me around it's gotta stick sometime... lmao,Statement
lol ,Emotion
with party hair like that....knockin down the door I bet,Statement
no prob 10-19-30sUser29....,Statement
party hair??? seriously? lmao,ynQuestion
JOIN,System
thanks :-) ,Statement
sexy is just a bonus at this point in my life.....lol,Statement
lol 10-19-30sUser17,Emotion
just kidding.....,Statement
LOL ,Emotion
PART,System
<anti-sexy,Statement
hey 10-19-30sUser30... welcome to the crazy room... lol,Greet
had a girlfriend with hair like you 10-19-30sUser9,Statement
howdy,Greet
doody,Statement
and what happened to her 10-19-30sUser17?,whQuestion
can I ask where ya all are from .....im here in kentucky ,ynQuestion
as I said...too wild....even for me,Statement
34 M Pa.,Statement
canadain ladies pm me,Statement
hey 10-19-30sUser9... i'm from CO,Greet
a fellow canadian...woohoo!,Statement
JOIN,System
hey 10-19-30sUser31... welcome,Greet
cool ,Statement
10-19-30sUser31,Greet
hello 10-19-30sUser9 :),Greet
hey 10-19-30sUser31,Greet
10-19-30sUser11 *hugs*,Greet
are you sexy?,ynQuestion
Hi 10-19-30sUser17,Greet
:),Emotion
yo 10-19-30sUser31 whats up ,Greet
JOIN,System
am i?,ynQuestion
Hi all ,Greet
yo 10-19-30sUser25 ,Greet
hey 10-19-30sUser32 welcome,Greet
is who sexy?,whQuestion
cause we only accept none sexy people...except for 10-19-30sUser9,Statement
thank you 10-19-30sUser9,Statement
whew ,Emotion
I think I'm sexy as hell,Statement
she's the exception,Statement
I have to leave?,ynQuestion
shut up 10-19-30sUser17... everyone is sexy,Statement
damn straight ,Emphasis
< sexy in the dark,Statement
i think i am too 10-19-30sUser31 :) lol ,Statement
no 10-19-30sUser31... don't leave,nAnswer
haven't seen me at six in the morning have you?,ynQuestion
just kidding,Statement
JOIN,System
does not matter to me waht anyone else thinks about me :) lol ,Statement
.ACTION settles in next to 10-19-30sUser11...not leaving ;).,System
hi ya 10-19-30sUser33,Greet
hey 10-19-30sUser33... welcome,Greet
lol 10-19-30sUser31 ,Emotion
JOIN,System
you passed the test,Statement
great self esteem!,Emphasis
Hi 10-19-30sUser9...,Greet
hi 10-19-30sUser31!,Greet
Hi 10-19-30sUser25...,Greet
JOIN,System
hi room,Greet
hey 10-19-30sUser35... welcome,Greet
hi ladies,Greet
hi 10-19-30sUser35,Greet
hey 10-19-30sUser34... welcome,Greet
any Pa people here,ynQuestion
"well, if that's what I needed to pass, I get a freaking A+",Statement
hi,Greet
I lived in PA once ,Statement
10-19-30sUser35...is that italian?,ynQuestion
lol 10-19-30sUser31... A++,Emotion
I've been to PA,Statement
no,nAnswer
JOIN,System
PART,System
hey 10-19-30sUser36... welcome,Greet
i fly over it before...,Statement
hi 10-19-30sUser36 ,Greet
I'm an over achiever,Statement
hello ,Greet
whjat nationality are you 10-19-30sUser35?,whQuestion
hello 10-19-30sUser36,Greet
who's horny ?,whQuestion
Is 10-19-30sUser17 writing a book?,ynQuestion
whjat is not a word 10-19-30sUser17... lol,Statement
LOL ,Emotion
PART,System
under achiever front and center...yes I am.....lol,Statement
lol 10-19-30sUser31... he must be,Statement
PART,System
JOIN,System
getting the obbts off just got home from work great night LOL ,Statement
It is in my world,Statement
hi 10-19-30sUser37,Greet
ooppsss BOOTS ,Clarify
"Well, the handsome 10-19-30sUser37",Greet
.ACTION is a short bus rider .,System
 :-) ,Emotion
i can't keep up,Statement
its my first time here,Statement
welcome ,Greet
welcome 10-19-30sUser36... ,Greet
.ACTION hands 10-19-30sUser17 her bio.,System
PART,System
we're not as stupid as we appear... lol,Statement
looking it over carefully....,Statement
He was mad no one was horny,Statement
LOL,Emotion
oh my,Emotion
lol 10-19-30sUser31... go figure,Emotion
Or confessed to it I should say,Continuer
We all know we're all horny,Statement
who was looking for someone horny?,whQuestion
PART,System
right?,Continuer
JOIN,System
PART,System
that perked ya right up 10-19-30sUser17... lmao,Statement
the 10-19-30sUser34 of Steel,Statement
OK i say if they cant be creative enough to come up with a better line then ya horny they can stay away from me lmao,Statement
ummm...yeah (sheepishly),Accept
dang i didnt even get to shine my boots for that one lol ,Statement
PART,System
"I am not a bisexual man, but I am seeking some (equal opportunity) conversation with a male or female capable of sustaining an intelligent chat without any humor. A nyone interested? don't boot me either.",Statement
JOIN,System
And you say I'm writing the book....,Statement
.ACTION looks away from 10-19-30sUser37.,System
wothough humor>,Statement
??,whQuestion
10-19-30sUser37....you freaked me out...nothing personal,Statement
"Omg 10-19-30sUser37, stop that",Reject
LOL ,Emotion
JOIN,System
somebody slap hiom back to reality....,Statement
hey 10-19-30sUser28 and 10-19-30sUser39... welcome,Greet
him,Clarify
PART,System
"10-19-30sUser9, i used to live next door in Ut.",Statement
PART,System
PART,System
and you live where now 10-19-30sUser37?,whQuestion
HAHA cute nic there 1 smallfry ,Statement
"please don""t say a prison....lol",Statement
I scare everyone. I am that pathetic. Kentucky,Statement
lmao 10-19-30sUser17... dman,Emotion
damn even,Clarify
PART,System
"no one is pathetic, just human",Reject
PART,System
that's right,Accept
PART,System
LOL ,Emotion
and horny right 10-19-30sUser28,Continuer
right ....,Accept
LOL,Emotion
holy crap that took forever,Statement
"What, no access to com in prison. If I was an ex prisoner would u hate me?",ynQuestion
wb 10-19-30sUser18,Greet
what took forever...the crap?,whQuestion
thanks,Statement
 i added a pic ,Statement
but had to resize and stuff,Continuer
10-19-30sUser37 no im an equal oppertunity hater LOL ,nAnswer
"Hi, 10-19-30sUser3, do u ever sleep",ynQuestion
man am I out in left field tonight...sorry 10-19-30sUser18,Statement
lol 10-19-30sUser28 ,Emotion
JOIN,System
O,Statement
brb,Bye
 :-) ,Emotion
no 10-19-30sUser17... you're in the right field... lol,Reject
Well humanity is terrible these days,Statement
"hi 10-19-30sUser37, yes i sleep",yAnswer
lol 10-19-30sUser3 .... :),Emotion
When,whQuestion
"I don""t even know what that means 10-19-30sUser9....",Statement
oooooooooooo ghost hunters is on ya all talk to me if i get scared right ,Statement
during the day,Continuer
of course you don't babe,Accept
right field wrong park lol j/k ,Statement
lmao 10-19-30sUser25,Emotion
who's in prison?,whQuestion
not me i put them in the jail lol ,nAnswer
<<<never even been arrested lmao,Statement
my soon to be ex husband,Statement
"10-19-30sUser31, still waiting on the pic.",Statement
or at least tell the cops where to go to get the bad guys lol ,Continuer
PART,System
10-19-30sUser31...you're handing out pictures?,ynQuestion
been cuffed b4 though LOL ,Statement
I was in prison once.,Statement
Or 5 times.,Continuer
lol right there 10-19-30sUser28 lol ,Emotion
smile,Statement
stop doin' it then 10-19-30sUser37,Statement
Do u hate me now,ynQuestion
yeah...,yAnswer
10-19-30sUser37 I put it up for you twice,Statement
JOIN,System
.ACTION hates no one.,System
Sure,Statement
ill hate ya if ya want me to lmao,Statement
I'm not good to look at 10-19-30sUser17,Statement
too much drama,Statement
JOIN,System
.ACTION love everyone cause everyone is special .,System
allow me to be the judge thank you very much....lol,Statement
.ACTION wanders over to the corner .,System
PART,System
Come on down 10-19-30sUser41 :),Statement
.ACTION hogs the couch .,System
10-19-30sUser17 looks over to sneak a peek at 10-19-30sUser9,Statement
"So is 10-19-30sUser25 girl gonna help me redraft my pro-se petition? I know, she despises ex prisoners?",ynQuestion
"Ok I'm gonna put it up ONE MORE TIME 10-19-30sUser37, and this is it",Emphasis
O.K>,Accept
You're just going to be disappointed that I look like a soccer mom,Statement
music out here please,Statement
what about me 10-19-30sUser31,whQuestion
care to  me 10-19-30sUser17?,ynQuestion
you inviting?,ynQuestion
JOIN,System
"No, I had a 220 lb spouse.",Reject
JOIN,System
don't play a dumbass,Reject
be gente....lol,Statement
hello,Greet
.ACTION hi .,System
hi all,Greet
LOL my pic would clear this room for real LMAO,Statement
"And, I loved her from the heart, and soul.",Continuer
 :blush: ,Emotion
hi 10-19-30sUser12,Greet
lol 10-19-30sUser28,Emotion
10-19-30sUser42: Hello there.,Greet
i despie no one i like to say if u have done ur time then that is that ,Statement
10-19-30sUser42,Greet
"Ok 10-19-30sUser37, it's there AGAIN",Emphasis
hey 10-19-30sUser42,Greet
i do not like to judge anyone 10-19-30sUser37,Statement
10-19-30sUser25 hey ,Greet
O.k.,Accept
hey 10-19-30sUser3,Greet
hey 10-19-30sUser42 what up ,Greet
10-19-30sUser41 i am fine,Statement
JOIN,System
10-19-30sUser9...where'd you go?,whQuestion
hi 10-19-30sUser11,Greet
you make it 10-19-30sUser43,Statement
i am here,Statement
there ya are,Statement
lol,Emotion
"Well, it is not destiny.",Statement
hey 10-19-30sUser43;,Greet
i'm in neverneverland 10-19-30sUser17,Statement
PART,System
No luck,Statement
hi 10-19-30sUser17,Greet
is the sky purple?,ynQuestion
hello 10-19-30sUser17,Greet
"Hi, 10-19-30sUser44",Greet
hey 10-19-30sUser42,Greet
it black here ,Statement
brb,Bye
hb,Bye
k,Accept
10-19-30sUser28....you need help....lol,Statement
I do ,Accept
sorry ,Continuer
PART,System
10-19-30sUser25 u an attorney?,ynQuestion
10-19-30sUser37 did you see the pic?,ynQuestion
don't be sorry,Reject
my therapist fired me ,Statement
 :blush: ,Emotion
no a dispatcher ,nAnswer
10-19-30sUser28,Statement
depressed him too much?,ynQuestion
hey 10-19-30sUser31,Greet
"Anyone else want to see me, it's up there for a minute",Statement
Hey 10-19-30sUser42 hon :),Greet
"10-19-30sUser31, it is not up.",Reject
ok i am back,Statement
lol 10-19-30sUser31 ,Emotion
where's there 10-19-30sUser31,whQuestion
wb baby,Greet
ty 10-19-30sUser42,Statement
U deceived me,Statement
wb 10-19-30sUser43,Greet
ty,Statement
i did ?? hows that ,whQuestion
oh for crying out loud,Emotion
I keep putting it in my profile,Continuer
10-19-30sUser31,Greet
PART,System
not there....,Reject
10-19-30sUser43,Greet
"It is o.k., my computer is trash.",Statement
ok I'm gonna log out and in once,Statement
PART,System
oh joy,Emotion
 :tongue: ,Emotion
10-19-30sUser9....you're alive!,Emphasis
"Ms 10-19-30sUser1, what u research.",whQuestion
hell yeah... of course,Emphasis
JOIN,System
JOIN,System
wb 10-19-30sUser31,Greet
still got the hair right,Statement
w/b 10-19-30sUser31 ,Greet
PART,System
get over the hair 10-19-30sUser17... lol,Statement
"Sexy, lets see",Statement
therapy.....I will I promise....lol,Statement
ty and ty,Statement
.ACTION doesn't do therapy.,System
She escaped quick.,Statement
the hair is forgotten then!,Emphasis
lmao 10-19-30sUser17,Emotion
good job,Statement
would take an ex con to use words like escaped.....lol,System
10-19-30sUser37 look now,Statement
LOL,Emotion
PRIVMSG 10-19-30sUser1 how are u?,whQuestion
10-19-30sUser31....I think you're taking us for a ride,Statement
PART,System
JOIN,System
WEEEEEEEEEEEEEEEEEE!!!!!!!!!!!!!!!!!!!!!!!,Emotion
think I amy have offended him?  I'm such a schlep sometimes.....,ynQuestion
"no, everyone in the other room can see it",nAnswer
No luck,Reject
Amy?,ynQuestion
wow revolving doors in her sure make me dizzy lol ,Statement
try F5,Statement
PART,System
or Ctrl R,Continuer
PART,System
or give up and realize I'm not worth the effort lol,Continuer
"Well, Iam immersed in a f.b.i. conspiracy.",Statement
Oh I thought 10-19-30sUser17 was talking to me,Statement
I was 10-19-30sUser31,Statement
You called me Amy?,ynQuestion
O.k. I see it.,Statement
I'll take your word that you're a hot soccer mama!,Emphasis
Nice to see u,Statement
"Oh no, I did NOT say hot",Reject
Thank u,Statement
nope nope nope,Reject
you're welcome,Statement
!20 ,System
".Question:. A teacher that you had ""the hots"" for flirts outrageously with you at your class reunion. If single, would you hook up with them? Yes or No?",System
i meant to write the word may.....,Clarify
"I know, but it threw me",Statement
U areYes,yAnswer
the teacher would probably be 80 wouldn't she?,ynQuestion
&^Yes i would 10-19-30sUser12,yAnswer
well let me get have another 12 hr day tomorrow at work ,Statement
LMAO @ 80 ,Emotion
No iam young,nAnswer
night 10-19-30sUser25 *hugs*,Bye
10-19-30sUser11 have great night 10-19-30sUser31 hugs ,Bye
where you going 10-19-30sUser25?,whQuestion
awww see ya 10-19-30sUser25 have a good one ,Bye
10-19-30sUser25 bye,Bye
10-19-30sUser25,Bye
have to work in the mornign 12 hr day ,Statement
bye 10-19-30sUser25!,Bye
10-19-30sUser11 see u are still here lol ,Statement
night 10-19-30sUser17 10-19-30sUser37 have good one ,Bye
nite 10-19-30sUser25,Bye
nite!,Bye
nite niteeeeeeeeeeeeeeeeeee,Bye
Need me to cuddle ,ynQuestion
so 10-19-30sUser12...did you ask her out or what?,ynQuestion
night 10-19-30sUser9,Bye
hold me.....lol,yAnswer
PART,System
is the lady with no hair still around.....lol,ynQuestion
"ok, brb, taking my pic off",Statement
"10-19-30sUser11, how is brooklyn",whQuestion
it was never there to remove in the frst place.....,Statement
Thank u 10-19-30sUser31.,Statement
"Oh yes, 10-19-30sUser37 saw it",Reject
it is raining 10-19-30sUser37,Statement
I saw it,Statement
I like n y,Statement
Only been there one time,Statement
I wanna live there someday,Statement
10-19-30sUser28...did you and 10-19-30sUser9 hook up and are now having a party of your own?,ynQuestion
I like bedford street.,Statement
shut up 10-19-30sUser17,Reject
you wish,Continuer
i here watchin ghost hunters lol ,Statement
such harsh words......,Statement
But expensive.,Continuer
tell em 10-19-30sUser9,Statement
"1200 for a studio,",Continuer
Hi 10-19-30sUser6,Greet
I liked louisianna the best though,Statement
hey 10-19-30sUser11,Greet
you love it 10-19-30sUser17,Statement
Too humid,Continuer
hi 10-19-30sUser17,Greet
actually i do....never liked soft women....,Accept
no shortage of stron women in this room....lol,Statement
you like them rough?,ynQuestion
10-19-30sUser3 whaaaaats up in ohio?,whQuestion
Like whip and crop tough?,ynQuestion
now now 10-19-30sUser31...we barely know each other....lol,Statement
hi 10-19-40sUser23,Greet
love me like a bomb baby come on get it on,Statement
hi 10-19-40sUser23,Greet
Pour some sugar on me babe n get see dentist,Statement
JOIN,System
lol,Emotion
hiya 10-19-40sUser23,Greet
hey 10-19-40sUser23,Greet
bend me shape me any way ya want me,Statement
hi 10-19-40sUser27,Greet
Hi  10-19-40sUser23   welcome to room also  10-19-40sUser27 ,Greet
hey there 10-19-40sUser27,Greet
hiya 10-19-40sUser27 ,Greet
.ACTION never judges a book by it's cover....likes to read and see whats on the inside.... same with people too.,System
pour some splenda on me when you need a sugar subsitute,Statement
JOIN,System
wb 10-19-40sUser27,Greet
hello all this comp is freaing me out,Statement
lol,Emotion
Greetings 10-19-40sUser27,Greet
lol 10-19-40sUser9,Emotion
for sure 10-19-40sUser11,Accept
hi 10-19-40sUser28,Greet
10-19-40sUser11...some people have a lot of blank pages,Statement
Hi  10-19-40sUser28   welcome to room,Greet
free your mind,Statement
thanks 10-19-40sUser11!,Emphasis
lol,Emotion
hey 10-19-40sUser18,Greet
totally agree with you 10-19-40sUser11,Accept
nice 10-19-40sUser11,Accept
free your bosom,Statement
<<<<<< blank pages,Other
mines free,Statement
gets  10-19-40sUser27  some un-freeze  for her  puter,Statement
lol 10-19-40sUser4,Emotion
free your bootay,Statement
they r free,Statement
well..... I don't like Splashing in a Puddle for too long... I would rather Swim in an Ocean :),Statement
lol 10-19-40sUser18,Emotion
Hard to read a book if you never  open the cover,Statement
weeeeeeeee thanks 10-19-40sUser19!,Emotion
PART,System
im out in cal now 10-19-40sUser3 looking at some new bulls to by,Statement
it's an expression 10-19-40sUser22,Statement
"just some categories in my book are blank, others are too full, lol",Statement
